Slider,x,first,second
2012,New Zealand,1722664.0,
2011,Greece,1740617.0,
1988,Australia,1758350.0,
2013,New Zealand,1938330.0,
2009,Greece,2070017.0,
2009,Portugal,2079818.0,
1978,Denmark,2086036.0,
1999,Portugal,2099809.0,
2010,Greece,2151692.0,
1995,Austria,2349112.0,
1979,Austria,2480539.0,
2008,Greece,2542149.0,
2006,Portugal,2556983.0,
2008,Portugal,2596175.0,113058.0
1977,Austria,2608725.0,
1980,Austria,2720513.0,157632201.0
2000,Portugal,2738129.0,
2006,Greece,2803352.0,
2004,Portugal,2805269.0,
2005,Portugal,2827761.0,
2002,Greece,3051811.0,
2007,Greece,3082200.0,
2005,Greece,3084323.0,
1990,Austria,3458667.0,
1983,Finland,3517060.0,70538468.0
2010,New Zealand,3518946.0,
2011,New Zealand,3623798.0,
1984,Australia,3698286.0,
2002,New Zealand,3965321.0,
2007,New Zealand,4179628.0,
1985,Belgium,4191839.0,
1990,Finland,4220992.0,
2006,New Zealand,4390620.0,
2001,Portugal,4477740.0,
2009,New Zealand,4720299.0,
1996,Czech Republic,4724939.0,35124917.0
1985,New Zealand,4831732.0,
2008,New Zealand,4836516.0,
2001,Luxembourg,4867259.0,
2013,Denmark,4941770.0,
2007,Portugal,4973178.0,
1979,United Kingdom,5012313.0,
2005,New Zealand,5156674.0,
2004,New Zealand,5342910.0,
2003,New Zealand,5429394.0,
2011,Austria,5945013.0,
2006,Taiwan,6324571.0,
2013,Portugal,6629414.0,
1992,Kuwait,6635123.0,7406838194.0
1994,Spain,6797785.0,
2009,Denmark,6819444.0,
1985,Australia,6929573.0,
2008,Austria,6949094.0,
2013,Austria,7169039.0,
1981,United Kingdom,7198102.0,558141413.0
1983,Australia,7388539.0,
2002,Portugal,7394633.0,
2013,Luxembourg,7645306.0,
1992,Austria,7690278.0,
2012,Portugal,7736231.0,
2009,Austria,7871776.0,
2012,Finland,7911710.0,
2000,Ireland,7976318.0,171345603.0
2006,Austria,8003253.0,
2010,Austria,8224524.0,
2012,Luxembourg,8502699.0,
1993,Austria,8599286.0,132570772.0
2007,Luxembourg,8883735.0,
2011,Portugal,9036429.0,
2006,Luxembourg,9045047.0,
2010,Portugal,9121622.0,
2009,Luxembourg,9324881.0,
2012,Austria,9369281.0,
2008,Luxembourg,9669591.0,
1979,Australia,9763598.0,
2010,Luxembourg,9812280.0,
2003,Greece,9823209.0,
1986,Norway,9848663.0,
2002,Luxembourg,9896164.0,139320026.0
2011,Luxembourg,9920871.0,
2010,Korea,9946450.0,
1980,Switzerland,10028652.0,
2004,Luxembourg,10034092.0,
1998,Finland,10099793.0,
2006,Denmark,10170167.0,
1975,Denmark,10392556.0,
1976,Norway,10419282.0,
1982,Australia,10458375.0,2599450.0
1980,Sweden,10679246.0,35282669.0
2013,Netherlands,11055065.0,
2011,Korea,11082508.0,
2013,Ireland,11285184.0,
2012,Netherlands,11311438.0,
1997,Italy,11342151.0,
2007,Austria,11550522.0,
1976,Austria,12981849.0,
2005,Luxembourg,13121625.0,
2001,Ireland,13231961.0,175063408.0
2007,Australia,13864351.0,
2013,Finland,13933712.0,
2012,Ireland,14021437.0,
1973,Switzerland,14060941.0,
2012,Denmark,14988225.0,
2003,Italy,15582599.0,35589.0
1993,Finland,15643128.0,
1998,Denmark,15650457.0,
1986,Austria,15801537.0,
2010,Ireland,15971582.0,
2011,Ireland,16164777.0,
2008,Denmark,16290834.0,
1989,Finland,16608550.0,
2012,Korea,16780372.0,
1999,Finland,17111953.0,
1983,Austria,17235616.0,
2004,Australia,17256770.0,
1998,Austria,17433736.0,
2001,Finland,17586870.0,
2009,Australia,17680084.0,
2005,Austria,17870615.0,127534.0
1981,Switzerland,18045799.0,
1989,Austria,18299145.0,
1987,Australia,18309923.0,
1981,Australia,18425831.0,747648005.0
2008,Australia,18754564.0,
1997,Austria,18810672.0,
2003,Finland,19462895.0,
2007,Finland,19522990.0,
2011,Netherlands,19530662.0,
2010,Finland,20238960.0,
1996,Finland,20289146.0,
1995,Finland,20700602.0,
1988,Norway,20840875.0,
2007,Denmark,21329239.0,
1996,Kuwait,21381183.0,612124.0
2010,Denmark,21438651.0,
2009,Ireland,21707708.0,
1990,Norway,22442656.0,
2002,Ireland,22971354.0,272240314.0
1980,Kuwait,23153412.0,
1980,Australia,23283790.0,54502260.0
1999,Italy,23505452.0,
2013,Italy,23679747.0,
2004,Finland,23784055.0,
2000,Finland,23911436.0,
2012,Italy,23960216.0,
2004,Ireland,23980282.0,
1974,Austria,24126329.0,
1998,Italy,24433295.0,
1995,Spain,24737384.0,
1979,France,25058027.0,
1998,Belgium,25116690.0,
1986,Australia,25229662.0,
2006,Finland,25456746.0,73670.0
1993,Kuwait,25461230.0,
2004,Denmark,25482007.0,
1994,Italy,25806540.0,524992994.0
1996,Belgium,25987887.0,
1996,Italy,26143275.0,
1994,Belgium,26867841.0,
1974,Australia,26950877.0,
1984,Kuwait,27051193.0,
2006,Australia,27058214.0,
1978,Austria,27058314.0,
2003,Ireland,27083746.0,
1976,Australia,27718070.0,
1999,Austria,27735866.0,
1997,Finland,28181494.0,
2007,Ireland,28202952.0,
2005,Ireland,28639372.0,
1976,Denmark,28849377.0,
2006,Italy,28923679.0,
2005,Australia,28927690.0,
2006,Ireland,28942598.0,
1994,Finland,30027227.0,
1999,Taiwan,30163151.0,603873086.0
1974,Sweden,30299330.0,
1999,Belgium,30505209.0,
1991,Finland,30659992.0,
1979,Belgium,30801519.0,
1992,Switzerland,31332667.0,
1996,Austria,31485810.0,56293.0
2002,Italy,31576918.0,
2001,Belgium,31859079.0,
1978,Belgium,32189217.0,
2000,Belgium,32342289.0,
1988,Switzerland,32738889.0,
2010,Australia,32806019.0,
2007,Belgium,33187081.0,
1983,Italy,33513460.0,147595542.0
2007,Italy,33580751.0,
2011,Denmark,33654018.0,
1990,Spain,33912950.0,
2011,Finland,34660814.0,
2000,Italy,34877961.0,92408.0
2008,Ireland,34965187.0,
1997,Belgium,35402467.0,
1986,Switzerland,35598036.0,
1976,Italy,35601469.0,
2012,Belgium,35767940.0,
1977,Belgium,35853879.0,
2002,Finland,35865984.0,
1973,Norway,35874848.0,
1978,Switzerland,35883359.0,
1979,Denmark,35943903.0,
1986,Saudi Arabia,35996220.0,36516861.0
1976,Belgium,36126619.0,
1993,Spain,36693281.0,
2000,Denmark,37463179.0,
1993,Australia,37557879.0,79262311.0
1995,Switzerland,37875588.0,
2003,Norway,38448603.0,
2008,Italy,38676392.0,
1975,Belgium,38863307.0,
1977,Canada,38957778.0,
2008,Finland,39238852.0,
1973,Belgium,39251336.0,
2008,Switzerland,39324550.0,
2011,Switzerland,39344798.0,
1992,Norway,40117760.0,62668301.0
1994,Switzerland,40395940.0,
2010,Italy,40421158.0,
2008,Sweden,40720968.0,
1992,Denmark,40778102.0,
2010,Belgium,41446751.0,
2004,Norway,41531404.0,
2011,Australia,41545539.0,
2000,Austria,41623882.0,
1980,Norway,41738095.0,43725131.0
2012,Switzerland,41783411.0,
1996,Spain,41887270.0,
2009,Belgium,42809116.0,
2012,Sweden,42966784.0,
1989,Kuwait,43493083.0,
1976,Switzerland,43577287.0,
1974,Belgium,43588598.0,
1991,Austria,43662774.0,
1993,Switzerland,43709522.0,
2006,Switzerland,43757262.0,
1988,Kuwait,43914563.0,30421288.0
2002,Australia,45235182.0,696882923.0
1994,Taiwan,45628882.0,2655902.0
2007,Sweden,45890520.0,
1995,Belgium,45999593.0,
2004,Austria,46228250.0,1508.0
1983,Belgium,46243316.0,
1973,Australia,46285863.0,
1978,Australia,47483698.0,
2011,Belgium,47828984.0,
2005,Belgium,48285276.0,
2002,Sweden,48750953.0,
2006,Sweden,48832575.0,
1986,Italy,48874532.0,
2011,Italy,49349085.0,
2011,Canada,49798170.0,
2005,Finland,50908114.0,
1981,Norway,51124921.0,130936843.0
2007,Switzerland,51309531.0,
1976,United Kingdom,51613566.0,
1989,Norway,51903997.0,
1985,Switzerland,52165585.0,
2004,Belgium,52561101.0,
2008,Belgium,53059381.0,
1981,Austria,53422527.0,163916.0
2009,Switzerland,53471939.0,
2010,Switzerland,53676771.0,
2009,Italy,53936210.0,
2013,Canada,54784201.0,
1999,Netherlands,55292716.0,
2010,Netherlands,55471821.0,
2012,Spain,55560499.0,
2012,Australia,55649016.0,
2013,Spain,55835945.0,
1998,Spain,56295291.0,
1974,Denmark,56839286.0,
2003,Denmark,57028037.0,
1992,Australia,57379649.0,193553716.0
2011,Sweden,57386226.0,
2008,Korea,57406444.0,
1998,Norway,57457846.0,
2003,Austria,57940744.0,
2006,Belgium,58458568.0,
1990,Denmark,58616306.0,
2008,Norway,58648457.0,
2004,Sweden,58723484.0,
1991,Norway,58788041.0,
2003,Belgium,58875247.0,
1979,Kuwait,59307807.0,
2012,Canada,59322273.0,
2000,Spain,59684269.0,
1998,Australia,60046657.0,133176980.0
1977,Norway,60133610.0,
2006,Canada,60308595.0,
1997,Spain,61562728.0,
2004,Switzerland,61749696.0,
2001,Italy,61884442.0,
1981,Belgium,61917902.0,36477733.0
1994,Australia,62005978.0,321233163.0
2007,Canada,62686742.0,
2004,Spain,62843645.0,
2002,Belgium,63495593.0,
1996,Switzerland,63515858.0,
1982,Switzerland,63684924.0,
2002,Austria,64136019.0,249428720.0
1974,Switzerland,64549529.0,
1975,Norway,64575343.0,
2001,Austria,64630850.0,171695803.0
2009,Finland,64703548.0,
1976,United Arab Emirates,64911546.0,
2004,Italy,65385193.0,
2003,Switzerland,65840038.0,19468.0
1996,Norway,66497399.0,
2010,Canada,66543586.0,
2005,Canada,66617166.0,
1993,Denmark,67062860.0,
2013,Australia,67265056.0,
1979,Switzerland,67821487.0,
2013,Belgium,68317348.0,
2000,Sweden,68464897.0,
1974,Canada,68502158.0,
2008,Netherlands,69615673.0,
2005,Italy,69732388.0,
1992,Finland,69776266.0,
1998,Switzerland,70204297.0,
2005,Switzerland,70896849.0,97503.0
2001,Spain,71240556.0,
1997,Norway,71998190.0,
1987,Sweden,72374249.0,
1977,Australia,72648152.0,
1987,Saudi Arabia,72707674.0,
1993,Norway,72847215.0,67085688.0
1995,Denmark,73451287.0,
2002,Norway,73856084.0,
1995,Norway,73931976.0,
2009,Canada,74116591.0,
2013,Switzerland,74744897.0,
1985,Netherlands,75285016.0,
1999,Denmark,75309242.0,
1989,Switzerland,75386666.0,
1993,Belgium,75567601.0,
2008,Canada,75865089.0,55468.0
1991,France,75995551.0,
2002,Spain,76217540.0,
2009,Sweden,76554392.0,
2001,Denmark,77063923.0,
1975,Australia,77691781.0,
1991,Canada,79132048.0,
1983,Saudi Arabia,79371799.0,206745775.0
1999,Spain,79380361.0,
1997,Denmark,79381953.0,
1979,Canada,80241209.0,
1988,United Kingdom,80251575.0,
1996,Australia,80468022.0,
1991,Denmark,80582842.0,
2005,Spain,81547019.0,
1979,Netherlands,82256186.0,
2013,Sweden,82270421.0,
1994,Canada,83435990.0,
2005,Norway,83655835.0,
1986,Kuwait,84167688.0,
1983,Denmark,84368125.0,
1985,Norway,85932533.0,
1977,Kuwait,86642765.0,
1995,Australia,87263724.0,343759453.0
1985,Austria,87348212.0,
1999,Australia,87775767.0,
1982,Canada,87937147.0,170174807.0
1987,Switzerland,87982342.0,
2005,Sweden,89823816.0,
2002,Denmark,91324907.0,
2004,Netherlands,91745692.0,
1999,Norway,92238378.0,
1975,Canada,93027681.0,
1990,Australia,93432068.0,
2001,Switzerland,93682742.0,
2003,Australia,94571888.0,
2010,Sweden,94790240.0,
1974,Norway,94887523.0,
2001,Sweden,95729319.0,
1989,Canada,95861356.0,1961661.0
1980,Denmark,96585940.0,104288895.0
1978,France,97437457.0,
2006,Netherlands,98616009.0,
1997,Australia,99085271.0,
2001,Australia,99427776.0,
2011,Spain,100140152.0,
1978,Canada,100516271.0,
1989,Spain,100535177.0,
1984,Norway,101664449.0,
1997,Switzerland,101719058.0,
2006,Spain,102707597.0,
1975,Switzerland,103204755.0,
1978,Kuwait,103885863.0,
1999,Switzerland,104482040.0,
2007,Qatar,104519053.0,
2000,Netherlands,106331706.0,
2009,Netherlands,107803997.0,
2003,Sweden,109071656.0,
1982,Norway,110623404.0,63586018.0
1994,Denmark,110637370.0,
1986,Denmark,110720962.0,
1977,Switzerland,111194695.0,
1977,Denmark,112241594.0,
1980,Saudi Arabia,112421249.0,120375527.0
1989,Italy,112626078.0,
1997,Canada,114731583.0,
2000,Australia,115957719.0,
1984,Switzerland,116248354.0,
1976,Canada,116287322.0,
1988,Italy,116403581.0,
2007,Norway,116693404.0,
1993,Sweden,117438835.0,
1998,Sweden,117646650.0,
2007,Spain,118856065.0,
1988,Denmark,119577810.0,
2007,Netherlands,121033675.0,
1999,Sweden,121378837.0,
1982,Denmark,122090821.0,
1990,Switzerland,123834846.0,
1985,Sweden,123903610.0,
1993,Italy,124373956.0,277419753.0
2005,Denmark,125145775.0,
1997,Sweden,126686840.0,
1994,Norway,126824955.0,
2000,Norway,127714893.0,
2002,Switzerland,127936461.0,24996.0
1998,Netherlands,127981057.0,
2010,Spain,128037041.0,
1985,Saudi Arabia,128074768.0,35529584.0
1993,Canada,129123101.0,83925439.0
2000,Switzerland,129146680.0,184816.0
1975,Netherlands,130708382.0,
1984,Denmark,131061636.0,62021691.0
1981,Saudi Arabia,131496682.0,409548081.0
1989,Denmark,133430275.0,
1984,Sweden,133481767.0,
2003,Spain,134313618.0,
1991,Spain,134873730.0,
1983,Sweden,136226862.0,
1990,Italy,136489843.0,
1991,Italy,138712028.0,
1980,Canada,139264006.0,531674896.0
1979,Norway,140327273.0,
1995,Canada,140853583.0,
1996,Sweden,142391886.0,
1977,Sweden,143468255.0,
1990,Canada,146349000.0,
1985,Canada,146523445.0,
1978,Norway,147255461.0,
1982,Sweden,147903816.0,
1983,Canada,148016945.0,
1988,Canada,149433255.0,
1987,Denmark,149837777.0,
1981,Sweden,151539023.0,24474486.0
1976,Sweden,151806434.0,
2008,Spain,152422527.0,
1985,Denmark,154044569.0,
2003,Canada,154336187.0,
1983,Kuwait,154970641.0,
1991,Switzerland,157754122.0,
1973,Netherlands,162750945.0,
1989,Australia,163270223.0,
1982,Netherlands,163308875.0,
1983,France,164059809.0,
1985,Italy,164182162.0,
1997,Netherlands,166669840.0,
1973,Italy,166719069.0,
1973,Sweden,168369255.0,
2009,Korea,168844005.0,
1977,France,168900067.0,
1992,Italy,170049742.0,
1994,Sweden,171450490.0,
2004,Canada,172189837.0,
1991,Sweden,173278658.0,
1997,France,181377579.0,
1982,Kuwait,181627819.0,
1976,France,183658423.0,
1989,Belgium,183930257.0,
1995,France,184288339.0,
1988,Sweden,185535976.0,
1990,Belgium,187058124.0,
1983,Switzerland,190427090.0,
1975,France,192416969.0,
1984,Netherlands,192857428.0,
1999,France,195502185.0,
1986,Sweden,198445181.0,
1975,Sweden,201059589.0,
1992,Canada,203523019.0,
1976,Kuwait,206494798.0,
1990,Netherlands,207980200.0,
2001,Norway,209376138.0,
1985,France,212486003.0,
2003,Netherlands,212985661.0,
1993,Netherlands,213700000.0,
1981,Denmark,215721283.0,
1998,France,218643543.0,
1992,France,220827059.0,
1975,United Kingdom,222187891.0,
1984,Italy,225774377.0,551936148.0
1986,United Kingdom,227395004.0,
1978,Netherlands,231844808.0,
2005,Netherlands,233003711.0,
1995,Sweden,233739645.0,
1991,Netherlands,233871628.0,
2009,Norway,237828698.0,
2011,United Kingdom,238230871.0,
2009,Spain,238613474.0,
1996,Canada,240599471.0,
2002,Canada,242075816.0,587432031.0
1994,France,242597753.0,
1996,Denmark,244013860.0,
1987,Norway,244641035.0,
1977,United States,246198361.0,
1993,France,246959806.0,
2008,France,246968178.0,8227.0
1973,France,247189555.0,
1978,Saudi Arabia,251262679.0,622892.0
1979,Sweden,253701905.0,
1987,France,254311333.0,
2012,Norway,262015590.0,
2011,Norway,268584661.0,
1989,United Kingdom,269229353.0,
1994,Netherlands,269718206.0,
1992,Netherlands,269752132.0,
1990,United Kingdom,270402953.0,
1991,United Kingdom,270595943.0,
1981,Netherlands,270695825.0,
1992,Sweden,272478628.0,
1988,France,274040470.0,
2005,France,275332592.0,
1988,Netherlands,277081548.0,
1981,France,277458713.0,120922782.0
1987,Italy,282071099.0,
1995,Netherlands,284400704.0,
2013,Norway,295017276.0,
1986,France,296394154.0,
1994,United Kingdom,297003626.0,
1981,Kuwait,298564124.0,78425.0
2007,Korea,305841026.0,
1983,Netherlands,305883422.0,
1996,France,310518112.0,
1998,Germany,323280491.0,
1974,Netherlands,323468392.0,
2010,Norway,323665853.0,
1991,Germany,323668836.0,
2006,Norway,324841794.0,
1996,Netherlands,328972856.0,
1987,Canada,331152346.0,
2006,Korea,331823583.0,
1984,Saudi Arabia,346714096.0,59201063.0
2001,Canada,349119993.0,
2000,Germany,350983095.0,
1977,Netherlands,352515092.0,
1980,Netherlands,352628199.0,
2000,Canada,356912625.0,
1980,France,360323267.0,116609845.0
1984,France,367362828.0,
1974,France,367384662.0,
1986,Netherlands,379878579.0,
1994,Germany,380199578.0,
1995,United Kingdom,385163028.0,
2011,France,385580197.0,
1998,Canada,385748294.0,
2012,United Kingdom,386497679.0,
1986,Canada,392105553.0,
2013,Korea,397323332.0,
1990,Sweden,400387605.0,
2007,France,401771684.0,
1993,United Kingdom,407941751.0,
1978,Germany,410412482.0,
2001,Netherlands,416890876.0,
1976,Netherlands,426349160.0,
1999,Canada,434102951.0,
2010,United Kingdom,435982774.0,
1973,Canada,437928427.0,
1978,United States,438452911.0,
1973,United Kingdom,442579189.0,
2009,France,443827383.0,
1982,France,446543740.0,
1993,Germany,450749201.0,
2002,Netherlands,452558367.0,
2006,France,464260209.0,
1989,France,469783071.0,
1992,Belgium,470688315.0,
1978,Sweden,472112462.0,
1989,Netherlands,472821276.0,
1996,Germany,474378180.0,
2010,France,479271279.0,
2013,United Kingdom,490448080.0,
1983,Germany,494657126.0,
2003,France,507020648.0,
1991,Australia,518306838.0,
2000,France,526519855.0,
1999,Germany,530422355.0,
2002,France,534709591.0,
1986,Germany,539033266.0,
1977,Saudi Arabia,540365522.0,
1981,Canada,546970726.0,2540405789.0
1973,Germany,562232384.0,
1980,United Kingdom,567311470.0,399202551.0
1983,United Kingdom,571679920.0,
1987,Netherlands,573020364.0,
1989,Japan,582793544.0,
1990,France,586988135.0,
2004,France,596317633.0,
1977,Germany,617148856.0,
2001,France,621418995.0,
1976,Germany,639963734.0,
2002,United Kingdom,650113998.0,
1980,Germany,654031054.0,
2006,Germany,664320505.0,
2001,United Kingdom,687651442.0,
1984,Canada,691336664.0,153022875.0
1974,Germany,698168091.0,
1998,United Kingdom,703712023.0,
1979,United States,717779582.0,
2003,Germany,717917759.0,
2000,United Kingdom,725259608.0,
1997,United Kingdom,734365792.0,
2002,Germany,744664103.0,
1981,Germany,751727169.0,
1984,United Kingdom,753538727.0,
1988,Germany,757183394.0,
2004,Germany,757859065.0,31462.0
1976,Japan,762168614.0,
1982,United Kingdom,775334730.0,
1997,Germany,782428714.0,
1979,Germany,787807347.0,
1987,Germany,788040730.0,
2008,United Kingdom,788164298.0,
2006,United Kingdom,800914880.0,
2005,United Kingdom,822343669.0,
1987,United Kingdom,829894066.0,
1975,Germany,833859928.0,
2003,United Kingdom,838243526.0,
2005,Germany,846945037.0,
1999,United Kingdom,847273116.0,
1982,Germany,853843929.0,
1977,United Kingdom,860011341.0,
2010,Germany,866568253.0,
1974,United States,871092243.0,
2004,United Kingdom,879595860.0,
2001,Germany,891724108.0,
1976,United States,897290248.0,
1996,United Kingdom,934520515.0,
1973,Japan,938965880.0,
1975,United States,944272511.0,
1989,Sweden,946284591.0,
1984,Germany,950183614.0,
1978,United Kingdom,971709388.0,
2007,Germany,977570017.0,28702.0
2009,United Kingdom,979674038.0,
1979,Japan,1014747194.0,
2001,Japan,1017504389.0,
2007,United Kingdom,1019400656.0,
1988,United States,1051167154.0,
1992,United Kingdom,1055458482.0,
2013,United States,1059333467.0,
1989,United States,1065107732.0,
1983,United States,1091122225.0,
2012,United States,1093496899.0,
2007,United States,1111447327.0,104519053.0
2011,United States,1158991620.0,
2008,Germany,1168597647.0,
2013,France,1247092339.0,
2003,United States,1258474359.0,
2009,Germany,1270803240.0,
2000,Japan,1310812373.0,
2004,United States,1328167876.0,
1986,United States,1334668057.0,
1975,Japan,1339039677.0,
1986,Japan,1341662477.0,130559708.0
2005,United States,1350566958.0,
1995,Italy,1397467126.0,
2011,Germany,1400378605.0,
1974,United Kingdom,1405378815.0,
1978,Japan,1429326640.0,
1982,Japan,1471338041.0,
1977,Japan,1479116934.0,
2010,United States,1517053044.0,
2012,Germany,1519377935.0,
1973,United States,1553264205.0,
2013,Germany,1582596672.0,
1985,Germany,1590619838.0,
2009,United States,1695864746.0,
2008,United States,1715190276.0,1019.0
1990,United States,1722305682.0,
1983,Japan,1760860027.0,
1987,Japan,1770174669.0,525123264.0
1980,Japan,1826375443.0,264768921.0
1987,United States,1846214071.0,
2012,France,1857862442.0,
2006,United States,1935937419.0,
2003,Japan,2147321397.0,
1998,United States,2460766389.0,
1993,Japan,2494054534.0,
1984,United States,2515278485.0,
1985,Japan,2525827880.0,269876498.0
2006,Japan,2542330417.0,
2004,Japan,2545515962.0,
2002,Japan,2561928262.0,
1984,Japan,2565737016.0,166832089.0
2005,Japan,2566817614.0,
1990,Japan,2604458951.0,
2011,Japan,2635586602.0,
2013,Japan,2641200097.0,
2009,Japan,2645297987.0,
1994,Japan,2667081144.0,
1974,Japan,2730202327.0,
1985,United States,2735617446.0,
1992,Japan,2865776832.0,
1995,Japan,2880751774.0,
1991,United States,2887003516.0,
1981,Japan,2935257275.0,446920760.0
1989,Germany,3020847013.0,
1995,Germany,3308855279.0,
1988,Japan,3320238368.0,
1990,Germany,3382157543.0,
1995,United States,3392574370.0,
1997,United States,3423306503.0,
2010,Japan,3428196179.0,124673.0
1982,United States,3462490652.0,
2007,Japan,3544215397.0,
1996,Japan,3905453074.0,
2001,United States,4136147099.0,
2012,Japan,4256445621.0,
1998,Japan,4486462107.0,
1993,United States,4501838784.0,
2008,Japan,4531094069.0,
2002,United States,4549559432.0,4920.0
1996,United States,4595800488.0,
1991,Japan,4702296751.0,
2000,United States,6008166308.0,
1980,United States,6864224034.0,
1999,United States,7962084321.0,
1981,United States,8124423748.0,
1994,United States,8154319014.0,
1992,Germany,8552232648.0,
1999,Japan,8630152095.0,276896345.0
1997,Japan,10777668538.0,
1992,United States,11399278504.0,
1990,Kuwait,,1568.0
2007,Cyprus,,4469.0
2008,Romania,,12192.0
2010,Hungary,,14132.0
1981,Poland,,35410.0
1978,Cyprus,,46647.0
2007,Poland,,54102.0
1983,Poland,,63282.0
1973,United Arab Emirates,,65097.0
1973,Saudi Arabia,,65097.0
1982,Poland,,70326.0
2006,Slovenia,,74572.0
2007,Romania,,97380.0
2007,Slovenia,,105426.0
2008,Slovenia,,105521.0
1988,South Africa,,110849.0
1974,Taiwan,,115048.0
1977,Taiwan,,163198.0
1980,United Arab Emirates,,174742.0
2002,Qatar,,220245.0
2005,Romania,,278521.0
2011,Saudi Arabia,,282125.0
1990,Romania,,299897.0
2003,Qatar,,324759.0
1973,Kuwait,,325483.0
2009,Saudi Arabia,,327156.0
1995,Qatar,,346430.0
2008,Saudi Arabia,,348667.0
2010,Saudi Arabia,,352548.0
1991,Latvia,,398476.0
1991,Lithuania,,455029.0
1998,United Arab Emirates,,461121.0
1999,Qatar,,491169.0
1984,United Arab Emirates,,505928.0
1985,Kuwait,,524410.0
1997,Kuwait,,530951.0
1990,Latvia,,543060.0
1990,Czech Republic,,549039.0
1998,Cyprus,,563689.0
1998,Qatar,,582329.0
1999,United Arab Emirates,,595520.0
1983,United Arab Emirates,,598545.0
2000,United Arab Emirates,,628944.0
1982,Italy,,663971.0
2000,Qatar,,673904.0
2001,Qatar,,771977.0
2003,Kuwait,,819946.0
1996,Qatar,,836714.0
1999,Kuwait,,868779.0
1998,Taiwan,,876129.0
1982,United Arab Emirates,,936588.0
2000,Kuwait,,959746.0
1991,Estonia,,990684.0
1997,United Arab Emirates,,1002901.0
1996,United Arab Emirates,,1038083.0
1995,Cyprus,,1233692.0
1994,Qatar,,1252342.0
1998,Saudi Arabia,,1348961.0
2004,Qatar,,1458916.0
1989,Hungary,,1482250.0
1995,United Arab Emirates,,1579978.0
2002,United Arab Emirates,,1783343.0
1981,United Arab Emirates,,1813286.0
1984,Portugal,,1826510.0
2004,Kuwait,,2097489.0
1997,Saudi Arabia,,2120366.0
2001,United Arab Emirates,,2140111.0
2003,United Arab Emirates,,2325618.0
